Time,Toa,Tiaref,P_EDC,P_LDC,qin,qinf,qve,qdhw,qdc,m_MS,m_Bu
24364800,-0.73,19,0.67168,30,2650973.001,1495240.242,2116729.104,176400,500,36.06257,50
24368400,-0.66,19,0.67168,30,2614686.606,1489935.284,2102415.235,170520,500,35.96533,50
24372000,-0.53,19,0.67168,30,2456431.861,1480083.22,2088513.202,170520,500,35.918785,50
24375600,-0.61,19,0.67168,30,2174091.806,1486146.029,2083495.042,158760,100,35.945343,50
24379200,-0.57,19,0.67168,30,1790341.26,1483114.624,2072472.394,152880,0,35.98005,50
24382800,-0.72,19,0.67168,30,1404799.346,1494482.391,2081532.768,147000,0,36.07826,50
24386400,-0.76,19,0.67168,30,1129713.501,1497513.796,2085754.944,147000,0,37.646683,52.139328
24390000,-0.81,19,0.67168,30,1053458.812,1501303.051,2262428.784,294000,500,266.96478,489.4258
24393600,-0.74,21,0.67168,30,1245552.064,1647568.316,2670941.616,441000,500,126.000534,491.03885
24397200,-0.55,21,0.67168,30,1683386.73,1633169.144,2908629.36,646800,179900,114.572945,445.24475
24400800,-0.36,21,0.67168,30,2266663.968,1618769.973,2882984.832,646800,211700,117.95496,470.64197
24404400,0.03,21,0.67168,30,2866544.17,1589213.78,3302070.408,1029000,179500,112.42147,459.5166
24408000,0.64,21,0.67168,30,3334187.443,1542984.862,3382170.624,1176000,185200,108.48031,448.52893
24411600,0.97,21,0.67168,30,3574666.498,1517975.776,3396671.376,1234800,197700,107.025345,447.7529
24415200,1.22,21,0.67168,30,3582094.72,1499029.498,3354276.576,1234800,197900,108.76627,452.3476
24418800,1.02,21,0.67168,30,3410957.077,1514186.52,3319045.632,1176000,196200,107.913574,443.8591
24422400,0.89,21,0.67168,30,3165649.016,1524038.584,3166649.304,1029000,194000,106.940506,428.53867
24426000,0.59,21,0.67168,30,2946457.803,1546774.118,3037301.904,882000,193900,17.883131,53.011753
24429600,0.36,21,0.67168,30,2802563.926,1564204.693,2892951.936,735000,197000,34.82318,50
24433200,-0.02,21,0.67168,30,2737214.505,1593003.036,2764348.608,588000,198000,35.37161,50
24436800,-0.08,21,0.67168,30,2713039.327,1597550.142,2589855.072,441000,200100,35.55213,50
24440400,-0.39,21,0.67168,30,2687782.308,1621043.527,2516901.408,352800,200700,35.791695,50
24444000,-0.54,21,0.67168,30,2644501.745,1632411.293,2422733.04,264600,206400,35.91862,50
24447600,-0.62,19,0.67168,30,2593785.928,1486903.88,2104927.776,176400,208800,35.934994,50
24451200,-0.53,19,0.67168,30,2567999.61,1480083.22,2095272.144,176400,210000,35.817177,50
24454800,-0.34,19,0.67168,30,2584744.539,1465684.049,2068194.845,170520,209800,35.676773,50
24458400,-0.27,19,0.67168,30,2633125.114,1460379.091,2060709.134,170520,208000,35.66419,50
24462000,-0.36,19,0.67168,30,2673690.63,1467199.751,2056933.402,158760,210500,35.76579,50
24465600,-0.5,19,0.67168,30,2651295.575,1477809.667,2065059.36,152880,211500,35.8382,50
24469200,-0.47,19,0.67168,30,2546934.409,1475536.113,2055144.168,147000,210900,35.76694,50
24472800,-0.31,19,0.67168,30,2385480.792,1463410.496,2038255.464,147000,206300,35.63443,50
24476400,-0.21,19,0.67168,30,2234009.623,1455831.984,2193904.944,294000,200300,36.02005,51.00528
24480000,0.31,21,0.67168,30,2184535.998,1567993.949,2541940.296,441000,183600,49.27705,75.27504
24483600,0.45,21,0.67168,30,2287926.226,1557384.033,2773658.16,646800,185400,37.048653,58.101482
24487200,0.83,21,0.67168,30,2545142.49,1528585.691,2722369.104,646800,187400,58.749374,97.906654
24490800,1.09,21,0.67168,30,2905263.292,1508881.562,3135156.024,1029000,197700,52.882446,92.68288
24494400,1.26,21,0.67168,30,3272234.975,1495998.093,3279177.216,1176000,193200,45.461777,77.17017
24498000,1.32,21,0.67168,30,3566714.661,1491450.987,3337318.656,1234800,190500,39.18067,64.38203
24501600,1.75,21,0.67168,30,3736238.808,1458863.389,3264399.6,1234800,189400,34.429157,54.58348
24505200,1.84,21,0.67168,30,3762457.592,1452042.729,3182828.544,1176000,188700,32.940914,50
24508800,1.99,21,0.67168,30,3673865.182,1440674.962,2993436.264,1029000,188500,33.090816,50
24512400,2.01,21,0.67168,30,3506799.527,1439159.26,2825985.456,882000,183100,33.1337,50
24516000,1.89,21,0.67168,30,3298317.321,1448253.473,2678503.464,735000,181300,33.315147,50
24519600,1.68,21,0.67168,30,3081704.798,1464168.347,2540780.928,588000,182800,33.552624,50
24523200,1.5,21,0.67168,30,2868887.99,1477809.667,2395738.8,441000,183800,33.801857,50
24526800,1.24,21,0.67168,30,2674129.611,1497513.796,2325103.872,352800,190400,34.113712,50
24530400,0.95,21,0.67168,30,2517201.836,1519491.478,2255143.8,264600,190200,34.322292,50
24534000,0.94,19,0.67168,30,2416721.345,1368679.107,1937563.488,176400,190300,34.36711,50
24537600,0.88,19,0.67168,30,2390666.394,1373226.213,1944000.576,176400,189500,34.461243,50
24541200,0.75,19,0.67168,30,2421739.398,1383078.278,1951631.64,170520,191100,34.570557,50
24544800,0.7,19,0.67168,30,2461344.341,1386867.533,1950645.312,164640,189300,34.65217,50
24548400,0.59,19,0.67168,30,2454099.05,1395203.896,1955999.17,158760,191100,34.650635,50
24552000,0.77,19,0.67168,30,2358059.884,1381562.576,1930565.75,152880,193000,34.425114,50
24555600,1.05,19,0.67168,30,2205000.843,1360342.744,1900913.616,152880,189500,34.393517,50
24559200,0.68,19,0.67168,30,2077263.035,1388383.236,1933756.608,147000,189200,34.624382,50
24562800,0.66,19,0.67168,30,2054540.024,1389898.938,2094545.376,294000,182300,36.40455,52.8629
24566400,1.08,21,0.67168,30,2193035.907,1509639.413,2447339.328,441000,180500,42.410248,64.88314
24570000,1.11,21,0.67168,30,2453585.255,1507365.86,2684577.168,646800,180700,49.910454,81.88291
24573600,1.01,21,0.67168,30,2743273.087,1514944.371,2974799.856,882000,172800,51.767353,88.47512
24577200,1.36,21,0.67168,30,2997054.969,1488419.582,3092640.096,1029000,176500,58.883087,104.8394
24580800,1.21,21,0.67168,30,3169003.576,1499787.349,3287483.136,1176000,175900,59.14621,107.56944
24584400,1.19,21,0.67168,30,3276237.843,1501303.051,3359363.952,1234800,177800,54.303265,96.53724
24588000,1.06,21,0.67168,30,3363742.021,1511155.116,3381409.248,1234800,183500,46.257935,78.85233
24591600,1.28,21,0.67168,30,3419471.407,1494482.391,3275854.848,1176000,184700,34.883774,56.260616
24595200,1.46,21,0.67168,30,3419003.835,1480841.071,3076893.456,1029000,180700,33.17718,50
24598800,1.72,21,0.67168,30,3338391.354,1461136.942,2869141.632,882000,184300,33.4426,50
24602400,1.69,21,0.67168,30,3160933.986,1463410.496,2706535.944,735000,185700,33.460327,50
24606000,1.71,21,0.67168,30,2934929.466,1461894.793,2536835.616,588000,185100,33.554764,50
24609600,1.47,21,0.67168,30,2725873.542,1480083.22,2399424.552,441000,196200,33.809624,50
24613200,1.27,21,0.67168,30,2568336.414,1495240.242,2321573.856,352800,183100,33.939377,50
24616800,1.31,21,0.67168,30,2482159.41,1492208.838,2214652.44,264600,185800,34.01751,50
24620400,1.09,19,0.67168,30,2448818.333,1357311.34,1921470.768,176400,194100,34.202885,50
24624000,1,19,0.67168,30,2429696.739,1364132,1931126.4,176400,190400,34.338154,50
24627600,0.84,19,0.67168,30,2399661.721,1376257.618,1942007.155,170520,190700,34.48621,50
24631200,0.75,19,0.67168,30,2332592.789,1383078.278,1945315.68,164640,191300,34.588116,50
24634800,0.66,19,0.67168,30,2215701.481,1389898.938,1948561.91,158760,191700,34.670654,50
24638400,0.61,19,0.67168,30,2062138.756,1393688.193,1947509.827,152880,193700,34.70652,50
24642000,0.61,19,0.67168,30,1917391.244,1393688.193,1947509.827,152880,191200,34.69219,50
24645600,0.65,19,0.67168,30,1857258.802,1390656.789,1936923.24,147000,191300,34.61775,50
24649200,0.77,19,0.67168,30,1952875.922,1381562.576,2081982.672,294000,184000,34.596523,50
24652800,0.63,21,0.67168,30,2241954.494,1543742.713,2502625.608,441000,178700,34.620674,50.39522
24656400,1.4,21,0.67168,30,2693521.114,1485388.178,2645435.52,646800,183400,33.603714,50.035934
24660000,1.92,21,0.67168,30,3215179.402,1445979.92,2839378.752,882000,180700,33.06222,50
24663600,2.26,21,0.67168,30,3703601.264,1420212.982,2950920.336,1029000,182700,32.52599,50
24667200,2.81,21,0.67168,30,4071904.22,1378531.171,3021693.696,1176000,180900,32.210026,50
24670800,2.56,21,0.67168,30,4285359.484,1397477.449,3127040.448,1234800,177600,32.21246,50
24674400,2.87,21,0.67168,30,4360596.311,1373984.064,3074470.896,1234800,182000,31.79087,50
24678000,3.27,21,0.67168,30,4328937.995,1343670.02,2945279.232,1176000,187700,31.502655,50
24681600,3.17,21,0.67168,30,4223798.614,1351248.531,2807625.912,1029000,185000,31.547071,50
24685200,3.19,21,0.67168,30,4063550.985,1349732.829,2650384.464,882000,187500,31.548746,50
24688800,3.16,21,0.67168,30,3857195.891,1352006.382,2500497.216,735000,187700,31.502275,50
24692400,3.3,21,0.67168,30,3619460.225,1341396.467,2327734.08,588000,186400,31.55033,50
24696000,2.99,21,0.67168,30,3371246.689,1364889.851,2212679.784,441000,188300,31.82427,50
24699600,2.92,21,0.67168,30,3145634.12,1370194.809,2127422.976,352800,183700,32.01994,50
24703200,2.67,21,0.67168,30,2966588.247,1389141.087,2061685.08,264600,193600,32.299236,50
24706800,2.51,19,0.67168,30,2841928.504,1249696.482,1769126.352,176400,189500,32.557716,50
24710400,2.25,19,0.67168,30,2765867.663,1269400.611,1797020.4,176400,202700,32.598312,50
24714000,2.59,19,0.67168,30,2709386.174,1243633.673,1757703.982,173460,198200,32.260826,50
24717600,2.79,19,0.67168,30,2649918.429,1228476.651,1733476.651,170520,192500,32.233227,50
24721200,2.5,19,0.67168,30,2580306.274,1250454.333,1761633.72,167580,191200,32.47518,50
24724800,2.43,19,0.67168,30,2508760.372,1255759.291,1766240.045,164640,190500,32.58118,50
24728400,2.35,19,0.67168,30,2472744.079,1261822.1,1774767.456,164640,187600,32.669765,50
24732000,2.3,19,0.67168,30,2509052.082,1265611.356,1774317.552,158760,181000,32.607304,50
24735600,2.52,19,0.67168,30,2636257.158,1248938.631,1748091.61,155820,180100,32.41406,50
24739200,2.58,21,0.67168,30,2843681.483,1395961.747,1988935.603,188160,182400,32.15812,50
24742800,2.99,21,0.67168,30,3076631.368,1364889.851,1978946.004,220500,192600,31.513083,50
24746400,3.63,21,0.67168,30,3262549.503,1316387.38,1941685.301,252840,190100,30.644518,50
24750000,4.23,21,0.67168,30,3339812.417,1270916.313,1906535.686,285180,185800,29.872143,50
24753600,4.67,21,0.67168,30,3285996.405,1237570.864,1887596.458,317520,186300,29.633385,50
24757200,4.47,21,0.67168,30,3134172.62,1252727.887,1942178.465,349860,186200,29.473125,50
24760800,5.21,19.58,0.67168,30,2956561.139,1089032.047,1700824.003,364560,183600,28.916214,50
24764400,5.71,18.58,0.67168,30,2832686.255,975354.38,1534420.087,379260,196700,28.624483,50
24768000,5.68,18.64,0.67168,30,2808868.223,982175.04,1556363.29,393960,191200,28.675331,50
24771600,5.51,18.98,0.67168,30,2878869.365,1020825.447,1629263.311,408660,188600,28.954624,50
24775200,4.96,21,0.67168,30,2988150.495,1215593.182,1904035.258,370440,184400,29.378668,50
24778800,4.61,21,0.67168,30,3058739.73,1242117.971,1908712.529,332220,180500,29.661022,50
24782400,4.39,21,0.67168,30,3031997.873,1258790.696,1896968.304,294000,187800,29.988138,50
24786000,4.02,21,0.67168,30,2894838.598,1286831.187,1901027.822,255780,187200,30.459724,50
24789600,3.77,21,0.67168,30,2683327.292,1305777.464,1890257.813,217560,182800,30.793024,50
24793200,3.59,19,0.67168,30,2464717.379,1167848.562,1653258.768,176400,186200,31.194492,50
24796800,3.14,19,0.67168,30,2301124,1201951.862,1701536.928,176400,186500,31.772856,50
24800400,2.75,19,0.67168,30,2218742.63,1231508.056,1740566.1,173460,185100,32.22353,50
24804000,2.51,19,0.67168,30,2206975.268,1249696.482,1763419.493,170520,186700,32.42974,50
24807600,2.51,19,0.67168,30,2237739.07,1249696.482,1760566.063,167580,186700,32.849754,50
24811200,1.67,19,0.67168,30,2290514.499,1313355.976,1847250.451,164640,19400,33.566765,50
24814800,1.41,19,0.67168,30,2371764.271,1333060.104,1874964.538,164640,189600,33.77124,50
24818400,1.45,19,0.67168,30,2495027.378,1330028.7,1864627.128,158760,189000,33.796276,50
24822000,1.36,19,0.67168,30,2657233.402,1336849.36,1871136.893,155820,187700,33.705326,50
24825600,1.7,21,0.67168,30,2827930.436,1462652.644,2083955.328,188160,189100,33.182137,50
24829200,2.35,21,0.67168,30,2950971.005,1413392.322,2049269.46,220500,197700,32.450176,50
24832800,2.85,21,0.67168,30,2992744.815,1375499.767,2028876.696,252840,184700,32.124783,50
24836400,2.66,21,0.67168,30,2960555.493,1389898.938,2085024.715,285180,184200,33.014187,50
24840000,1.07,21,0.67168,30,2893229.678,1510397.264,2303723.05,317520,178000,34.306774,50
24843600,0.63,21,0.67168,30,2850758.668,1543742.713,2393356.039,349860,186800,34.82284,50
24847200,0.25,21,0.67168,30,2856809.844,1572541.056,2455956.72,364560,191900,35.085052,50
24850800,0.23,21,0.67168,30,2893551.749,1574056.758,2476294.111,379260,185600,35.21237,50
24854400,-0.02,21,0.67168,30,2928722.521,1593003.036,2524286.755,393960,186600,35.238873,50
24858000,0.29,21,0.67168,30,2916094.308,1569509.651,2504977.222,408660,187700,35.348335,50
24861600,-0.41,21,0.67168,30,2839680.847,1622559.229,2541483.47,370440,183700,36.010784,50
24865200,-1.13,21,0.67168,30,2712309.959,1677124.509,2577169.51,332220,191200,36.489216,50
24868800,-1.31,21,0.67168,30,2549501.458,1690765.829,2547944.784,294000,201000,36.788044,50
24872400,-1.82,21,0.67168,30,2385186.348,1729416.236,2554856.002,255780,204300,37.179436,50
24876000,-2.2,21,0.67168,30,2236819.389,1758214.578,2545210.752,217560,206600,37.58945,50
24879600,-2.86,19,0.67168,30,2100302.001,1656662.529,2345245.728,176400,207200,38.04334,50
24883200,-3.33,19,0.67168,30,1961462.578,1692281.531,2395669.584,176400,223100,38.253136,50
24886800,-3.31,19,0.67168,30,1769823.898,1690765.829,2385802.843,170520,229200,38.388844,50
24890400,-3.75,19,0.67168,30,1484936.052,1724111.278,2424982.56,164640,226700,38.513474,50
24894000,-3.57,19,0.67168,30,1104899.559,1710469.958,2397984.859,158760,241900,38.536934,50
24897600,-3.86,19,0.67168,30,670978.9041,1732447.64,2420884.973,152880,227700,49.625225,65.76697
24901200,-3.88,19,0.67168,30,301040.3314,1733963.342,2415084.672,147000,232200,53.358086,75.3617
24904800,-4.56,19,0.67168,30,133021.9844,1785497.218,2486861.664,147000,219800,63.269817,93.968834
24908400,-5.03,19,0.67168,30,262442.5909,1821116.22,2744379.792,294000,230300,151.39923,505.684
24912000,-5.03,21,0.67168,30,721346.7264,1972686.442,3198004.152,441000,228200,146.16864,496.30496
24915600,-4.41,21,0.67168,30,1433856.499,1925699.673,3429618.192,646800,228500,139.52875,483.08142
24919200,-3.73,21,0.67168,30,2251591.889,1874165.798,3680180.112,882000,225400,128.18585,450.27838
24922800,-2.89,21,0.67168,30,3026943.342,1810506.304,3761872.296,1029000,215800,116.71221,413.8189
24926400,-1.74,21,0.67168,30,3634493.093,1723353.427,3777532.416,1176000,212800,34.961838,50
24930000,-2,21,0.67168,30,4014855.768,1743057.556,3900321.6,1234800,207600,37.123104,50
24933600,-1.88,21,0.67168,30,4169474.939,1733963.342,3879972.096,1234800,209500,37.09339,50
24937200,-1.8,21,0.67168,30,4109224.26,1727900.533,3787499.52,1176000,206500,37.012226,50
24940800,-1.68,21,0.67168,30,3861852.671,1718806.32,3571337.952,1029000,205400,36.95959,50
24944400,-1.71,21,0.67168,30,3451846.173,1721079.873,3379575.024,882000,205400,36.944912,50
24948000,-1.63,21,0.67168,30,2908786.813,1715017.064,3171875.112,735000,209200,42.229984,57.50412
24951600,-1.7,21,0.67168,30,2304178.518,1720322.022,2985286.08,588000,209700,50.568768,73.57934
24955200,-1.98,21,0.67168,30,1714298.667,1741541.853,2823286.032,441000,207600,61.40955,96.696465
24958800,-2.55,21,0.67168,30,1222644.983,1784739.367,2771062.56,352800,215100,65.845726,107.80515
24962400,-3.05,21,0.67168,30,891924.9343,1822631.922,2705047.8,264600,228800,34.80452,50
24966000,-3.56,19,0.67168,30,717816.3355,1709712.107,2420345.088,176400,235700,38.450512,50
24969600,-4.11,19,0.67168,30,669270.578,1751393.918,2479351.728,176400,240100,39.04177,50
24973200,-4.96,19,0.67168,30,676594.0714,1815811.262,2562251.731,170520,241700,39.497032,50
24976800,-5.48,19,0.67168,30,658569.1292,1855219.52,2617859.866,170520,243600,39.833702,50
24980400,-6.09,19,0.67168,30,582103.353,1901448.438,2665726.19,158760,253500,40.324314,50.146507
24984000,-6.87,19,0.67168,30,440886.5318,1960560.824,2739645.418,152880,250100,46.478775,58.251965
24987600,-7.65,19,0.67168,30,288951.2301,2019673.211,2813024.76,147000,257500,48.50814,62.062782
24991200,-7.97,19,0.67168,30,233480.8816,2043924.447,2846802.168,147000,248400,60.663757,81.35739
24994800,-8.28,19,0.67168,30,368321.4924,2067417.831,3115550.592,294000,246200,162.04018,503.08118
24998400,-8.01,21,0.67168,30,767575.8751,2198526.073,3564122.184,441000,234900,157.76668,496.01324
25002000,-7.35,21,0.67168,30,1432789.269,2148507.9,3826433.52,646800,231200,134.08542,414.16437
25005600,-6.07,21,0.67168,30,2269402.175,2051502.958,3653670.384,646800,225300,132.42044,434.14
25009200,-4.35,21,0.67168,30,3139497.604,1921152.567,3991773.24,1029000,221100,32.80999,50
25012800,-2.85,21,0.67168,30,3882394.881,1807474.9,3961923.84,1176000,229900,37.65174,50
25016400,-2.23,21,0.67168,30,4368995.591,1760488.131,3939324.816,1234800,224700,37.21887,50
25020000,-1.59,21,0.67168,30,4550068.564,1711985.66,3830794.128,1234800,221200,36.852695,50
25023600,-1.48,21,0.67168,30,4443591.877,1703649.298,3734341.632,1176000,215300,36.69842,50
25027200,-1.26,21,0.67168,30,4124835.783,1686976.573,3505202.064,1029000,212800,36.498257,50
25030800,-1.03,21,0.67168,30,3690764.583,1669545.998,3278381.232,882000,211200,36.34318,50
25034400,-0.96,21,0.67168,30,3220225.546,1664241.04,3077966.304,735000,213900,36.394894,50
25038000,-1.23,21,0.67168,30,2755388.182,1684703.02,2923476.192,588000,214600,36.704147,50
25041600,-1.71,21,0.67168,30,2299567.292,1721079.873,2790114.264,441000,202900,37.670773,50.886604
25045200,-1.91,21,0.67168,30,1850721.766,1736236.896,2695755.552,352800,223600,45.421204,62.86216
25048800,-2.38,21,0.67168,30,1420240.545,1771855.898,2629688.88,264600,224700,37.215523,50
25052400,-2.83,19,0.67168,30,1043596.9,1654388.976,2342027.184,176400,226800,38.033527,50
25056000,-3.37,19,0.67168,30,778850.6044,1695312.936,2399960.976,176400,242100,38.40872,50
25059600,-3.78,19,0.67168,30,646747.8063,1726384.831,2436064.042,170520,242100,38.84976,50
25063200,-4.71,19,0.67168,30,608196.6773,1796864.984,2535517.051,170520,246900,39.360603,50
25066800,-5.31,19,0.67168,30,594821.7644,1842336.051,2582853.874,158760,252400,39.719692,50
25070400,-5.86,19,0.67168,30,529690.2141,1884017.862,2632685.933,152880,252900,41.442593,51.777687
25074000,-6.44,19,0.67168,30,405723.399,1927973.227,2685303.936,147000,251600,44.410877,55.993668
25077600,-6.94,19,0.67168,30,327248.755,1965865.782,2738081.136,147000,244500,56.482246,74.60642
25081200,-7.27,19,0.67168,30,431759.9157,1990874.869,3000202.128,294000,241300,156.83727,498.40497
25084800,-6.87,21,0.67168,30,835451.6267,2112131.047,3424063.608,441000,239100,151.09949,487.68027
25088400,-6.18,21,0.67168,30,1557870.397,2059839.32,3668517.216,646800,228000,16.940752,50
25092000,-4.81,21,0.67168,30,2465285.323,1956013.718,3483606.672,646800,207200,41.372196,54.09807
25095600,-3.02,21,0.67168,30,3361213.63,1820358.369,3782342.928,1029000,211800,37.493904,50
25099200,-1.52,21,0.67168,30,4060944.424,1706680.702,3740986.368,1176000,208100,36.665062,50
25102800,-0.97,21,0.67168,30,4447704.891,1664998.891,3725655.024,1234800,199800,36.121967,50
25106400,-0.41,21,0.67168,30,4528694.778,1622559.229,3630690.672,1234800,196500,35.757023,50
25110000,-0.32,21,0.67168,30,4376380.698,1615738.569,3541644.288,1176000,194000,35.653744,50
25113600,-0.25,21,0.67168,30,4072159.929,1610433.611,3346161,1029000,192400,35.640293,50
25117200,-0.33,21,0.67168,30,3683829.431,1616496.42,3174211.152,882000,193900,35.74376,50
25120800,-0.49,21,0.67168,30,3238231.285,1628622.038,3012089.976,735000,195900,35.938652,50
25124400,-0.76,21,0.67168,30,2748351.919,1649084.018,2861666.304,588000,196600,36.216194,50
25128000,-1.09,21,0.67168,30,2241356.869,1674093.104,2713942.056,441000,198700,41.775986,57.393486
25131600,-1.66,21,0.67168,30,1759013.34,1717290.618,2666338.752,352800,202200,47.914337,68.79053
25135200,-2.17,21,0.67168,30,1349798.02,1755941.024,2606068.92,264600,208300,36.66996,50
25138800,-2.5,19,0.67168,30,1047318.884,1629379.889,2306623.2,176400,227900,37.657417,50
25142400,-2.7,19,0.67168,30,853614.0528,1644536.911,2328080.16,176400,237100,37.990803,50
25146000,-3.36,19,0.67168,30,732172.2022,1694555.084,2391149.779,170520,235300,38.339035,50
25149600,-3.57,19,0.67168,30,627238.2741,1710469.958,2405795.885,164640,241000,40.278114,52.119576
25153200,-4.59,19,0.67168,30,500450.9353,1787770.771,2506356.35,158760,242300,44.956875,58.61883
25156800,-5.19,19,0.67168,30,351048.6341,1833241.838,2561732.611,152880,246700,48.508263,64.437996
25160400,-5.81,19,0.67168,30,238752.4194,1880228.607,2627390.909,152880,240900,45.461838,60.007805
25164000,-6.38,19,0.67168,30,273769.0018,1923426.12,2678970.672,147000,240000,50.070797,66.14483
25167600,-6.41,19,0.67168,30,549324.9443,1925699.673,2901984.624,294000,239200,84.49616,129.97751
25171200,-5.47,21,0.67168,30,1101895.52,2006031.891,3252061.848,441000,236800,59.887085,94.40282
25174800,-4.41,21,0.67168,30,1877419.557,1925699.673,3429618.192,646800,230600,48.90387,71.68504
25178400,-4.21,21,0.67168,30,2719937.114,1910542.651,3751611.024,882000,230600,36.71465,50
25182000,-3.23,21,0.67168,30,3458342.379,1836273.242,3815410.872,1029000,218500,37.752033,50
25185600,-2.02,21,0.67168,30,3966930.259,1744573.258,3824045.568,1176000,212700,36.914104,50
25189200,-0.95,21,0.67168,30,4197200.278,1663483.189,3722263.44,1234800,198400,36.08424,50
25192800,-0.28,21,0.67168,30,4207967.175,1612707.164,3608645.376,1234800,194200,35.56027,50
25196400,0,21,0.67168,30,4093960.599,1591487.333,3488486.4,1176000,188700,35.426907,50
25200000,-0.15,21,0.67168,30,3925617.865,1602855.1,3330414.36,1029000,188400,35.50113,50
25203600,-0.15,21,0.67168,30,3734852.474,1602855.1,3147424.56,882000,189300,35.440372,50
25207200,0.02,21,0.67168,30,3491460.618,1589971.631,2940607.152,735000,188500,35.314873,50
25210800,0.08,21,0.67168,30,3150381.786,1585424.524,2751197.568,588000,190600,35.363934,50
25214400,-0.15,21,0.67168,30,2705000.123,1602855.1,2598455.16,441000,192400,35.59321,50
25218000,-0.4,21,0.67168,30,2191240.225,1621801.378,2518078.08,352800,192100,37.91884,52.896152
25221600,-0.71,21,0.67168,30,1692475.643,1645294.762,2441853.96,264600,196800,36.33113,50
25225200,-1.56,19,0.67168,30,1302708.047,1558141.884,2205775.488,176400,205600,37.034954,50
25228800,-2.21,19,0.67168,30,1066923.043,1607402.207,2275510.608,176400,222100,37.60224,50
25232400,-2.91,19,0.67168,30,967462.6279,1660451.784,2343027.355,170520,223800,38.104477,50
25236000,-3.46,19,0.67168,30,925601.0148,1702133.596,2394070.694,164640,227400,38.514267,50
25239600,-4.01,19,0.67168,30,836146.1292,1743815.407,2444733.346,158760,227800,38.954483,50
25243200,-4.77,19,0.67168,30,647606.9184,1801412.091,2517254.41,152880,240300,43.64296,55.58137
25246800,-5.25,19,0.67168,30,396879.4405,1837788.944,2568086.64,152880,237200,49.128033,64.50805
25250400,-6.26,19,0.67168,30,209639.2715,1914331.907,2666304.144,147000,237000,64.097664,89.91482
25254000,-6.7,19,0.67168,30,260633.9354,1947677.356,2935104.48,294000,234200,160.02911,507.34756
25257600,-7.11,21,0.67168,30,664149.8893,2130319.473,3453549.624,441000,227600,155.76016,496.71198
25261200,-6.76,21,0.67168,30,1407972.152,2103794.684,3746800.512,646800,231100,146.38974,475.49265
25264800,-5.77,21,0.67168,30,2347199.966,2028767.424,3983761.488,882000,233000,128.56683,413.28656
25268400,-4.57,21,0.67168,30,3249617.783,1937825.291,4026415.848,1029000,226200,37.11348,50
25272000,-3.1,21,0.67168,30,3913115.975,1826421.178,4003453.44,1176000,221500,37.7527,50
25275600,-1.99,21,0.67168,30,4249341.814,1742299.704,3898625.808,1234800,214300,37.1154,50
25279200,-1.59,21,0.67168,30,4291692.185,1711985.66,3830794.128,1234800,206300,36.791607,50
25282800,-1.33,21,0.67168,30,4149923.416,1692281.531,3709423.872,1176000,206500,36.5221,50
25286400,-0.98,21,0.67168,30,3928055.054,1665756.742,3461111.472,1029000,198600,36.272083,50
25290000,-0.83,21,0.67168,30,3664798.448,1654388.976,3248618.352,882000,198400,36.08068,50
25293600,-0.56,21,0.67168,30,3340878.919,1633926.996,3021901.344,735000,199300,35.901047,50
25297200,-0.5,21,0.67168,30,2930047.526,1629379.889,2827473.6,588000,200400,35.958313,50
25300800,-0.77,21,0.67168,30,2436595.426,1649841.869,2674627.368,441000,205600,36.266792,50
25304400,-1.21,21,0.67168,30,1919545.913,1683187.318,2613388.512,352800,203300,44.45241,62.178303
25308000,-1.79,21,0.67168,30,1470430.444,1727142.682,2563328.04,264600,210900,36.843945,50
25311600,-2.38,19,0.67168,30,1154125.357,1620285.676,2293749.024,176400,222200,37.68287,50
25315200,-2.93,19,0.67168,30,992978.4833,1661967.487,2352755.664,176400,222900,38.11757,50
25318800,-3.46,19,0.67168,30,950085.8377,1702133.596,2405730.13,173460,230500,38.513977,50
25322400,-4.01,19,0.67168,30,945597.5015,1743815.407,2460659.947,170520,229600,38.943645,50
25326000,-4.73,19,0.67168,30,917808.8811,1798380.687,2533549.586,167580,238200,39.40233,50
25329600,-5.43,19,0.67168,30,835751.736,1851430.264,2604058.195,164640,238700,39.793285,50
25333200,-6,19,0.67168,30,728708.6855,1894627.778,2664816,164640,238500,40.098263,50
25336800,-6.49,19,0.67168,30,685989.6574,1931762.482,2708224.814,158760,240900,40.395023,50
25340400,-7.15,19,0.67168,30,788681.5386,1981780.656,2773822.548,155820,240000,47.537544,58.653564
25344000,-7.34,21,0.67168,30,1086808.793,2147750.049,3060067.046,188160,235600,40.388424,50
25347600,-7.06,21,0.67168,30,1557411.163,2126530.218,3083244.024,220500,239900,40.396034,50
25351200,-6.34,21,0.67168,30,2090086.145,2071964.938,3056170.186,252840,236500,39.825294,50
25354800,-4.74,21,0.67168,30,2566166.016,1950708.76,2926310.587,285180,240900,38.837135,50
25358400,-3.09,21,0.67168,30,2896061.8,1825663.327,2784580.445,317520,234300,37.586678,50
25362000,-1.3,21,0.67168,30,3057280.143,1690007.978,2620119.768,349860,208700,36.56286,50
25365600,-0.97,21,0.67168,30,3113467.081,1664998.891,2600355.139,364560,200700,36.311478,50
25369200,-0.95,21,0.67168,30,3136242.705,1663483.189,2616979.092,379260,201700,36.261784,50
25372800,-0.88,21,0.67168,30,3164456.959,1658178.231,2627563.949,393960,193700,36.189903,50
